age,citizenship,event_location,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by
56.0,Israeli,Neve Ya'akov,East Jerusalem,West Bank,M,,Jerusalem,Israel,gunfire,live ammunition,Palestinian civilians
24.0,Israeli,Neve Ya'akov,East Jerusalem,West Bank,M,,Neve Ya'akov,East Jerusalem,gunfire,live ammunition,Palestinian civilians
34.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Birqin,Jenin,gunfire,missile,Israeli security forces
36.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,al-Yamun,Jenin,gunfire,live ammunition,Israeli security forces
24.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Birqin,Jenin,gunfire,missile,Israeli security forces
16.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
60.0,Palestinian,Jenin R.C.,Jenin,West Bank,F,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
34.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,a-Ram,al-Quds,West Bank,M,,a-Ram,al-Quds,gunfire,live ammunition,Israeli security forces
25.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,'Anata new (Dahiyat a-Salam),East Jerusalem,West Bank,M,,Shu'fat R.C.,East Jerusalem,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Silwan,East Jerusalem,West Bank,M,,Silwan,East Jerusalem,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,Kedumim,Tulkarm,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
14.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,,a-Duheisheh R.C.,Bethlehem,gunfire,live ammunition,Israeli security forces
42.0,Palestinian,Sde Ephraim farm,Ramallah and al-Bira,West Bank,M,,Kafr Ni'ma,Ramallah and al-Bira,gunfire,live ammunition,Israeli civilians
26.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
57.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
40.0,Palestinian,Halhul,Hebron,West Bank,M,,Halhul,Hebron,gunfire,live ammunition,Israeli security forces
45.0,Palestinian,Silwad,Ramallah and al-Bira,West Bank,M,,Rammun,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,al-Fandaqumiyah,Jenin,West Bank,M,,Jaba',Jenin,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,al-Fandaqumiyah,Jenin,West Bank,M,,Jaba',Jenin,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,Qabatiyah,Jenin,West Bank,M,,Qabatiyah,Jenin,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Qabatiyah,Jenin,West Bank,M,,Qabatiyah,Jenin,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,Mitzpe Eshtamoa,Hebron,West Bank,M,,a-Dhahiriyah,Hebron,gunfire,live ammunition,Israeli civilians
41.0,Palestinian,Qalandia R.C.,al-Quds,West Bank,M,,Qalandiya Camp,al-Quds,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,Balata R.C.,Nablus,West Bank,M,,Balata R.C.,Nablus,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Balata R.C.,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
15.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,,a-Duheisheh R.C.,Bethlehem,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,Kfar Dan,Jenin,West Bank,M,,al-Yamun,Jenin,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Kfar Dan,Jenin,West Bank,M,,al-Yamun,Jenin,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Kfar Dan,Jenin,West Bank,M,,Kfar Dan,Jenin,gunfire,live ammunition,Israeli security forces
23.0,Palestinian,Nablus,Nablus,West Bank,M,,Tubas,Tubas,gunfire,live ammunition,Israeli security forces
15.0,Palestinian,Jenin,Jenin,West Bank,F,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,'Abud,Ramallah and al-Bira,West Bank,M,,Beit Rima,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
46.0,Palestinian,Jenin,Jenin,West Bank,M,,Qabatiyah,Jenin,gunfire,live ammunition,Israeli security forces
32.0,Palestinian,Deir Dobwan,Ramallah and al-Bira,West Bank,M,,Silwad,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,,a-Duheisheh R.C.,Bethlehem,gunfire,live ammunition,Israeli security forces
23.0,Palestinian,Huwarah,Nablus,West Bank,M,,Osarin,Nablus,gunfire,live ammunition,Israeli security forces
34.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
27.0,Palestinian,Ya'bad,Jenin,West Bank,M,,Ya'bad,Jenin,gunfire,live ammunition,Israeli security forces
45.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,,Jaba',al-Quds,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Kafr Ein,Ramallah and al-Bira,West Bank,M,,Beit Rima,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Kafr Ein,Ramallah and al-Bira,West Bank,M,,Beit Rima,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,al-Mughayir,Ramallah and al-Bira,West Bank,M,,al-Mughayir,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
44.0,Palestinian,Beit Ummar,Hebron,West Bank,M,,Beit Ummar,Hebron,gunfire,live ammunition,Israeli security forces
50.0,Israeli,Jerusalem,Israel,Israel,M,,Jerusalem,Israel,explosion,bomb,Palestinian civilians
15.0,Israeli,Jerusalem,Israel,Israel,M,,Jerusalem,Israel,explosion,bomb,Palestinian civilians
23.0,Palestinian,Nablus,Nablus,West Bank,M,,Askar R.C.,Nablus,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
36.0,Israeli,Ari'el,Nablus,West Bank,M,,Bat Yam,Israel,stabbing,knife,Palestinian civilians
18.0,Palestinian,Ari'el,Nablus,West Bank,M,,Haris,Salfit,gunfire,live ammunition,Israeli security forces
50.0,Israeli,Ari'el,Nablus,West Bank,M,,Kiryat Netafim,Tulkarm,hit by a vehicle,missile,Palestinian civilians
59.0,Israeli,Ari'el,Nablus,West Bank,M,,Yavne,Israel,stabbing,knife,Palestinian civilians
14.0,Palestinian,Bitunya,Ramallah and al-Bira,West Bank,F,,al-Birah,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
29.0,Palestinian,'Anin,Jenin,West Bank,M,,Sanur,Jenin,gunfire,live ammunition,Israeli security forces
15.0,Palestinian,Nablus,Nablus,West Bank,M,,Balata R.C.,Nablus,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,al-Mazra'ah a-Sharqiyah,Ramallah and al-Bira,West Bank,M,,al-Mazra'a a-Sharqiya,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
28.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,Old City (Jerusalem),East Jerusalem,West Bank,M,,Beit Hanina,East Jerusalem,gunfire,live ammunition,Israeli security forces
41.0,Palestinian,Beit Duqu,al-Quds,West Bank,M,,Beit Duqu,al-Quds,gunfire,live ammunition,Israeli security forces
14.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Birqin,Jenin,gunfire,live ammunition,Israeli security forces
54.0,Palestinian,Beit 'Ur al-Foqa,Ramallah and al-Bira,West Bank,M,,Beit Duqu,al-Quds,gunfire,live ammunition,Israeli security forces
49.0,Israeli,Giv'at Ha'avot,Hebron,West Bank,M,,Kiryat Arba,Hebron,gunfire,live ammunition,Palestinian civilians
34.0,Palestinian,Huwarah,Nablus,West Bank,M,,Askar R.C.,Nablus,gunfire,live ammunition,Israeli security forces
50.0,Palestinian,Huwarah,Nablus,West Bank,M,,Askar R.C.,Nablus,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,a-Nabi Saleh,Ramallah and al-Bira,West Bank,M,,a-Nabi Saleh,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
31.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
34.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
63.0,Israeli,al-Funduq,Qalqiliya,West Bank,M,,Petah Tikva,Israel,stabbing,knife,Palestinian civilians
32.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,explosion,bomb,Israeli security forces
32.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,,Qalqiliya,Qalqiliya,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Ma'ale Adumim,Ramallah and al-Bira,West Bank,M,,'Anata new (Dahiyat a-Salam),East Jerusalem,gunfire,live ammunition,Israeli civilians
22.0,Palestinian,Beit El,Ramallah and al-Bira,West Bank,M,,Deir Jarir,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
30.0,Palestinian,Qarawat Bani Hassan,Salfit,West Bank,M,,Qarawat Bani Hassan,Salfit,gunfire,live ammunition,Israeli security forces
25.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
42.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,al-'Arrub R.C.,Hebron,West Bank,M,,al-'Arrub Camp,Hebron,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,Jenin,Jenin,West Bank,M,,Tubas,Tubas,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
14.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,,Qalqiliya,Qalqiliya,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,al-Mazra'ah al-Qibliyah,Ramallah and al-Bira,West Bank,M,,al-Mazra'ah al-Qibliyah,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,Deir al-Hatab,Nablus,West Bank,M,,Askar R.C.,Nablus,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,al-Jalazun R.C.,Ramallah and al-Bira,West Bank,M,,Bir Zeit,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,al-Jalazun R.C.,Ramallah and al-Bira,West Bank,M,,al-Jalazun R.C.,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,al-'Eizariyah,al-Quds,West Bank,M,,al-'Eizariyah,al-Quds,gunfire,live ammunition,Israeli security forces
30.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Anza,Jenin,gunfire,live ammunition,Israeli security forces
27.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
25.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
12.0,Palestinian,Jenin,Jenin,West Bank,M,,al-Yamun,Jenin,gunfire,live ammunition,Israeli security forces
27.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,,Bitunya,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,missile,Israeli security forces
36.0,Palestinian,Havat Gilad,Qalqiliya,West Bank,M,,Beit Ijza,al-Quds,gunfire,live ammunition,Israeli security forces
23.0,Palestinian,Modi'in,Israel,Israel,M,,a-Tur,East Jerusalem,gunfire,live ammunition,Israeli security forces
84.0,Israeli,Holon,Israel,Israel,F,,Holon,Israel,physical assault,missile,Palestinian civilians
17.0,Palestinian,Kfar Dan,Jenin,West Bank,M,,Kfar Dan,Jenin,gunfire,live ammunition,Israeli security forces
21.0,Palestinian,al-Jalameh,Jenin,West Bank,M,,Kfar Dan,Jenin,gunfire,live ammunition,Israeli security forces
23.0,Palestinian,al-Jalameh,Jenin,West Bank,M,,Kfar Dan,Jenin,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,,Bitunya,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,al-Far'ah R.C.,Tubas,West Bank,M,,al-Far'a Camp,Tubas,gunfire,live ammunition,Israeli security forces
24.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
28.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Qabatiyah,Jenin,West Bank,M,,Qabatiyah,Jenin,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Beit 'Einun,Hebron,West Bank,M,,a-Duheisheh R.C.,Bethlehem,gunfire,live ammunition,Israeli security forces
27.0,Palestinian,al-Birah,Ramallah and al-Bira,West Bank,M,,Qalandiya Camp,al-Quds,gunfire,missile,Israeli security forces
58.0,Palestinian,Tubas,Tubas,West Bank,M,,Tubas,Tubas,gunfire,live ammunition,Israeli security forces
19.0,Palestinian,Nablus,Nablus,West Bank,M,,Balata R.C.,Nablus,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,Kafr 'Aqab (Jerusalem),East Jerusalem,West Bank,M,,Kafr 'Aqab (Jerusalem),East Jerusalem,gunfire,live ammunition,Israeli security forces
18.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,missile,Israeli security forces
16.0,Palestinian,Hebron,Hebron,West Bank,M,,Hebron,Hebron,gunfire,live ammunition,Israeli security forces
32.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,missile,Israeli security forces
16.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
25.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
13.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
3.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
15.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
27.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Unknown,Gaza city,Gaza,gunfire,missile,Israeli security forces
42.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
35.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,Yes,Rafah R.C.,Rafah,shelling,bomb,Israeli security forces
46.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,Yes,Rafah R.C.,Rafah,shelling,bomb,Israeli security forces
41.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,Yes,Rafah R.C.,Rafah,shelling,bomb,Israeli security forces
13.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,No,Rafah,Rafah,shelling,bomb,Israeli security forces
30.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,M,No,Rafah R.C.,Rafah,shelling,bomb,Israeli security forces
50.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,F,No,Rafah R.C.,Rafah,shelling,bomb,Israeli security forces
30.0,Palestinian,Rafah R.C.,Rafah,Gaza Strip,F,No,Rafah R.C.,Rafah,shelling,bomb,Israeli security forces
23.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
27.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
18.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Unknown,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
10.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,No,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces
28.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,F,No,al-Fukhari,Khan Yunis,gunfire,shell,Israeli security forces
5.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
34.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
10.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
27.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces
25.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces
50.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,shelling,bomb,Israeli security forces
38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,shelling,bomb,Israeli security forces
50.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Jenin R.C.,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
59.0,Palestinian,Huwarah,Nablus,West Bank,M,,Awarta,Nablus,gunfire,live ammunition,Israeli security forces
30.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
28.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
24.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,Jaba',Jenin,West Bank,M,,Jaba',Jenin,gunfire,live ammunition,Israeli security forces
17.0,Palestinian,Jaba',Jenin,West Bank,M,,Jaba',Jenin,gunfire,live ammunition,Israeli security forces
25.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Silwad,Ramallah and al-Bira,West Bank,M,,Silwad,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
27.0,Palestinian,Iskaka,Salfit,West Bank,M,,Iskaka,Salfit,stabbing,knife,Israeli civilians
53.0,Palestinian,Qalqiliyah,Qalqiliya,West Bank,M,,Sarra,Nablus,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
20.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
22.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
28.0,Palestinian,Halhul,Hebron,West Bank,M,,Halhul,Hebron,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,al-Midyah,Ramallah and al-Bira,West Bank,M,,al-Midya,Ramallah and al-Bira,gunfire,live ammunition,Israeli security forces
29.0,Palestinian,a-Duheisheh R.C.,Bethlehem,West Bank,M,,a-Duheisheh R.C.,Bethlehem,gunfire,live ammunition,Israeli security forces
26.0,Palestinian,Ya'bad,Jenin,West Bank,M,,Ya'bad,Jenin,gunfire,live ammunition,Israeli security forces
37.0,Palestinian,Ya'bad,Jenin,West Bank,M,,Ya'bad,Jenin,gunfire,live ammunition,Israeli security forces
30.0,Palestinian,al-'Arrub R.C.,Hebron,West Bank,F,,Shuyukh al-'Arrub,Hebron,gunfire,live ammunition,Israeli security forces
14.0,Palestinian,al-Khader,Bethlehem,West Bank,M,,al-Khader,Bethlehem,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Nablus,Nablus,West Bank,M,,Nablus,Nablus,gunfire,live ammunition,Israeli security forces
16.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin,Jenin,gunfire,live ammunition,Israeli security forces
41.0,Palestinian,Jenin,Jenin,West Bank,M,,Jenin R.C.,Jenin,gunfire,live ammunition,Israeli security forces
